시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,보증금(만원),월세금(만원),층,건축년도,시도,구,법정동,산여부,법정동코드,PNU
부산광역시 수영구 망미동,426-9,0426,0009,세영하이츠,월세,18.93,202509,"1,000",39,6,2017,부산광역시,수영구,망미동,0,2650010100,2650010100004260009
부산광역시 연제구 연산동,346-28,0346,0028,(346-28),월세,17.61,202509,500,40,4,2019,부산광역시,연제구,연산동,0,2647010200,2647010200003460028
부산광역시 남구 대연동,876-16,0876,0016,강남원룸,월세,12.29,202509,100,35,2,2010,부산광역시,남구,대연동,0,2629010600,2629010600008760016
부산광역시 해운대구 재송동,1077-4,1077,0004,수목하우스,월세,15.69,202509,"5,000",14,4,2015,부산광역시,해운대구,재송동,0,2635010400,2635010400010770004
부산광역시 부산진구 전포동,662-16,0662,0016,더휴캐슬스카이,월세,21.07,202509,500,26,5,2013,부산광역시,부산진구,전포동,0,2623010200,2623010200006620016
부산광역시 부산진구 개금동,177-79,0177,0079,스카이하우스,전세,15.81,202509,"4,000",0,2,2012,부산광역시,부산진구,개금동,0,2623011100,2623011100001770079
부산광역시 동래구 안락동,443-3,0443,0003,명진리치빌,월세,16.18,202509,300,35,5,2018,부산광역시,동래구,안락동,0,2626010200,2626010200004430003
부산광역시 부산진구 개금동,177-331,0177,0331,드림빌6차,월세,22.6,202509,100,25,1,2003,부산광역시,부산진구,개금동,0,2623011100,2623011100001770331
부산광역시 남구 대연동,873-11,0873,0011,엘도라도(873-11),월세,13.36,202509,"1,000",36,4,2020,부산광역시,남구,대연동,0,2629010600,2629010600008730011
부산광역시 사하구 하단동,500-49,0500,0049,에덴밸리,월세,16.8,202509,"1,000",35,9,2020,부산광역시,사하구,하단동,0,2638010300,2638010300005000049
부산광역시 남구 대연동,967-4,0967,0004,드림밸리,월세,15.26,202509,500,35,5,2011,부산광역시,남구,대연동,0,2629010600,2629010600009670004
부산광역시 남구 대연동,1481-7,1481,0007,제이제이Ⅱ,전세,25.18,202509,"11,000",0,3,2020,부산광역시,남구,대연동,0,2629010600,2629010600014810007
부산광역시 동래구 사직동,156-3,0156,0003,하이빌,월세,17.48,202509,200,30,3,2002,부산광역시,동래구,사직동,0,2626010900,2626010900001560003
부산광역시 남구 대연동,1475-7,1475,0007,로얄빌,월세,18.13,202509,100,31,4,2010,부산광역시,남구,대연동,0,2629010600,2629010600014750007
부산광역시 금정구 장전동,392-39,0392,0039,롯데원룸,월세,18.87,202509,300,30,4,2001,부산광역시,금정구,장전동,0,2641010800,2641010800003920039
부산광역시 금정구 장전동,383-28,0383,0028,네오비아,월세,21.3,202509,200,38,2,2021,부산광역시,금정구,장전동,0,2641010800,2641010800003830028
부산광역시 중구 보수동2가,23-1,0023,0001,센트럴하우스,월세,15.44,202509,500,40,5,2012,부산광역시,중구,보수동2가,0,2611012100,2611012100000230001
부산광역시 금정구 장전동,232-59,0232,0059,솔리스트A동,월세,29.455,202509,300,25,4,2003,부산광역시,금정구,장전동,0,2641010800,2641010800002320059
부산광역시 서구 부민동3가,23-9,0023,0009,PINEHILL,월세,22.44,202509,150,35,5,2001,부산광역시,서구,부민동3가,0,2614011100,2614011100000230009
부산광역시 중구 보수동1가,40-3,0040,0003,(40-3),월세,25.475,202509,200,31,1,2008,부산광역시,중구,보수동1가,0,2611012000,2611012000000400003
부산광역시 금정구 남산동,132-2,0132,0002,영남샹스빌,월세,14.66,202509,500,35,4,2014,부산광역시,금정구,남산동,0,2641010400,2641010400001320002
부산광역시 남구 대연동,289-23,0289,0023,라임팰리스,월세,12.935,202509,"2,000",35,4,2021,부산광역시,남구,대연동,0,2629010600,2629010600002890023
부산광역시 남구 대연동,1464-24,1464,0024,더샾시티,월세,13.07,202509,500,38,2,2021,부산광역시,남구,대연동,0,2629010600,2629010600014640024
부산광역시 수영구 민락동,41-24,0041,0024,(41-24),월세,25.62,202509,300,41,3,2012,부산광역시,수영구,민락동,0,2650010300,2650010300000410024
부산광역시 수영구 수영동,448-17,0448,0017,센텀샤인빌,월세,16.78,202509,"2,000",17,5,2010,부산광역시,수영구,수영동,0,2650010200,2650010200004480017
부산광역시 사상구 주례동,92-267,0092,0267,한일하우스,월세,18.42,202509,500,36,4,2014,부산광역시,사상구,주례동,0,2653010600,2653010600000920267
부산광역시 수영구 남천동,50-5,0050,0005,다온하우스,월세,17.09,202509,"1,000",30,3,2013,부산광역시,수영구,남천동,0,2650010500,2650010500000500005
부산광역시 수영구 남천동,30-2,0030,0002,동진비치,월세,14.08,202509,300,27,4,2014,부산광역시,수영구,남천동,0,2650010500,2650010500000300002
부산광역시 수영구 광안동,189-3,0189,0003,광안비치빌1,월세,19.5,202509,300,27,3,2011,부산광역시,수영구,광안동,0,2650010400,2650010400001890003
부산광역시 연제구 연산동,867-34,0867,0034,한울수피아,월세,29.957,202509,"2,000",57,6,2016,부산광역시,연제구,연산동,0,2647010200,2647010200008670034
부산광역시 사상구 감전동,117-1,0117,0001,더퍼스트원,월세,20.7306,202509,"2,000",33,2,2022,부산광역시,사상구,감전동,0,2653010500,2653010500001170001
부산광역시 사상구 덕포동,261,0261,0000,주홍빌,월세,20.07,202509,500,31,5,2015,부산광역시,사상구,덕포동,0,2653010300,2653010300002610000
부산광역시 수영구 광안동,97-11,0097,0011,케이스카이뷰,월세,29.81,202509,"1,000",32,3,2017,부산광역시,수영구,광안동,0,2650010400,2650010400000970011
부산광역시 수영구 광안동,102-21,0102,0021,올리브하우스,월세,19.83,202509,"2,000",36,2,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001020021
부산광역시 수영구 광안동,752-38,0752,0038,대경,월세,29.955,202509,"6,000",25,2,2021,부산광역시,수영구,광안동,0,2650010400,2650010400007520038
부산광역시 수영구 광안동,120-167,0120,0167,지산하우스,월세,23.72,202509,500,36,3,2012,부산광역시,수영구,광안동,0,2650010400,2650010400001200167
부산광역시 수영구 광안동,345-14,0345,0014,광안오션그레이스,월세,14.7975,202509,500,52,4,2021,부산광역시,수영구,광안동,0,2650010400,2650010400003450014
부산광역시 남구 대연동,30-23,0030,0023,보보스,월세,17.85,202509,200,35,4,2002,부산광역시,남구,대연동,0,2629010600,2629010600000300023
부산광역시 사하구 하단동,517-11,0517,0011,다현빌라,월세,22.88,202509,"3,000",35,3,2013,부산광역시,사하구,하단동,0,2638010300,2638010300005170011
부산광역시 부산진구 부암동,669-31,0669,0031,큐브빌,월세,19.08,202509,"2,000",35,6,2017,부산광역시,부산진구,부암동,0,2623010800,2623010800006690031
부산광역시 부산진구 양정동,359-14,0359,0014,힐링하우스,월세,12.08,202509,"2,000",30,8,2017,부산광역시,부산진구,양정동,0,2623010100,2623010100003590014
부산광역시 부산진구 양정동,257-8,0257,0008,아일랜드,월세,22.7,202509,700,49,4,2013,부산광역시,부산진구,양정동,0,2623010100,2623010100002570008
부산광역시 남구 대연동,1465-3,1465,0003,아진보라카이Ⅱ,월세,11.7062,202509,500,47,3,2019,부산광역시,남구,대연동,0,2629010600,2629010600014650003
부산광역시 금정구 부곡동,889-23,0889,0023,온천마루,월세,29.22,202509,500,30,4,2017,부산광역시,금정구,부곡동,0,2641010900,2641010900008890023
부산광역시 동래구 온천동,443-15,0443,0015,전원빌,월세,16.2035,202509,300,28,4,2011,부산광역시,동래구,온천동,0,2626010800,2626010800004430015
부산광역시 부산진구 전포동,650-1,0650,0001,J더제이하우스,월세,13.54,202509,"2,000",32,3,2014,부산광역시,부산진구,전포동,0,2623010200,2623010200006500001
부산광역시 부산진구 양정동,106-5,0106,0005,라온누리빌,월세,17.32,202509,300,49,7,2020,부산광역시,부산진구,양정동,0,2623010100,2623010100001060005
부산광역시 북구 금곡동,55-16,0055,0016,마이빌,월세,25.48,202509,300,35,4,2015,부산광역시,북구,금곡동,0,2632010100,2632010100000550016
부산광역시 동래구 안락동,435-25,0435,0025,리치빌,월세,16.77,202509,"2,000",35,3,2018,부산광역시,동래구,안락동,0,2626010200,2626010200004350025
부산광역시 남구 대연동,1722-5,1722,0005,삼성VIP2차원룸,월세,22.69,202509,300,40,5,2003,부산광역시,남구,대연동,0,2629010600,2629010600017220005
부산광역시 서구 토성동4가,17-4,0017,0004,JK캐슬,월세,14.068,202509,500,32,5,2017,부산광역시,서구,토성동4가,0,2614011700,2614011700000170004
부산광역시 남구 대연동,882-1,0882,0001,성산스마트,월세,12.63,202509,200,22,2,2011,부산광역시,남구,대연동,0,2629010600,2629010600008820001
부산광역시 부산진구 개금동,554-62,0554,0062,더조은빌2,월세,24.56,202509,500,40,5,2017,부산광역시,부산진구,개금동,0,2623011100,2623011100005540062
부산광역시 사하구 장림동,325-8,0325,0008,프라임빌C,전세,16.21,202509,"4,000",0,2,2014,부산광역시,사하구,장림동,0,2638010500,2638010500003250008
부산광역시 남구 대연동,1465-6,1465,0006,오케이센트럴시티,전세,17.9,202509,"8,900",0,5,2020,부산광역시,남구,대연동,0,2629010600,2629010600014650006
부산광역시 연제구 거제동,747-28,0747,0028,골든캐슬,전세,15.137,202509,"7,000",0,5,2019,부산광역시,연제구,거제동,0,2647010100,2647010100007470028
부산광역시 동래구 온천동,443-9,0443,0009,라이락원룸,월세,24.94,202509,300,29,2,2002,부산광역시,동래구,온천동,0,2626010800,2626010800004430009
부산광역시 동래구 사직동,151-8,0151,0008,여고플래티넘,월세,23.81,202509,"2,500",50,4,2022,부산광역시,동래구,사직동,0,2626010900,2626010900001510008
부산광역시 서구 토성동5가,52-5,0052,0005,토성프라임,월세,23.19,202509,"2,000",13,6,2018,부산광역시,서구,토성동5가,0,2614011800,2614011800000520005
부산광역시 부산진구 양정동,144-17,0144,0017,대신리치,월세,21.33,202509,300,28,2,2010,부산광역시,부산진구,양정동,0,2623010100,2623010100001440017
부산광역시 연제구 연산동,654-8,0654,0008,남강원룸,월세,18.18,202509,200,30,4,2003,부산광역시,연제구,연산동,0,2647010200,2647010200006540008
부산광역시 수영구 광안동,536-31,0536,0031,지온팰리스,월세,18.467,202509,"2,000",41,2,2018,부산광역시,수영구,광안동,0,2650010400,2650010400005360031
부산광역시 수영구 광안동,138-25,0138,0025,다나한빌,월세,17.13,202509,500,30,2,2010,부산광역시,수영구,광안동,0,2650010400,2650010400001380025
부산광역시 수영구 광안동,103-29,0103,0029,필하모니,월세,16.64,202509,300,27,5,2013,부산광역시,수영구,광안동,0,2650010400,2650010400001030029
부산광역시 사상구 괘법동,543-6,0543,0006,블루마린,월세,17.07,202509,300,30,2,2011,부산광역시,사상구,괘법동,0,2653010400,2653010400005430006
부산광역시 연제구 연산동,712-49,0712,0049,EMOHOUSE,월세,15.95,202509,200,30,4,2010,부산광역시,연제구,연산동,0,2647010200,2647010200007120049
부산광역시 연제구 연산동,867-34,0867,0034,한울수피아,월세,29.393,202509,"2,000",55,5,2016,부산광역시,연제구,연산동,0,2647010200,2647010200008670034
부산광역시 수영구 광안동,112-4,0112,0004,화이트하우스8차,월세,14.77,202509,500,33,4,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001120004
부산광역시 수영구 남천동,73-17,0073,0017,샤인빌,월세,23.21,202509,500,41,5,2011,부산광역시,수영구,남천동,0,2650010500,2650010500000730017
부산광역시 수영구 망미동,431-2,0431,0002,그라시아,월세,16.6927,202509,"2,800",53,11,2024,부산광역시,수영구,망미동,0,2650010100,2650010100004310002
부산광역시 수영구 민락동,15-2,0015,0002,리버사이드,월세,18.72,202509,300,33,3,2014,부산광역시,수영구,민락동,0,2650010300,2650010300000150002
부산광역시 수영구 광안동,102-4,0102,0004,트라움하우스빌,월세,16.59,202509,500,47,5,2015,부산광역시,수영구,광안동,0,2650010400,2650010400001020004
부산광역시 수영구 광안동,97-11,0097,0011,케이스카이뷰,월세,26.94,202509,"2,000",52,3,2017,부산광역시,수영구,광안동,0,2650010400,2650010400000970011
부산광역시 수영구 광안동,720-4,0720,0004,이린하우스III,전세,29.0,202509,"9,000",0,3,2011,부산광역시,수영구,광안동,0,2650010400,2650010400007200004
부산광역시 수영구 광안동,102-4,0102,0004,트라움하우스빌,월세,16.59,202509,500,43,5,2015,부산광역시,수영구,광안동,0,2650010400,2650010400001020004
부산광역시 수영구 광안동,177-9,0177,0009,트라움하우스17차,월세,17.53,202509,500,45,4,2018,부산광역시,수영구,광안동,0,2650010400,2650010400001770009
부산광역시 연제구 연산동,1289-4,1289,0004,일마레오피스텔,월세,18.4157,202509,500,56,9,2016,부산광역시,연제구,연산동,0,2647010200,2647010200012890004
부산광역시 연제구 연산동,635-24,0635,0024,수림원룸,월세,17.94,202509,300,19,3,2002,부산광역시,연제구,연산동,0,2647010200,2647010200006350024
부산광역시 부산진구 개금동,171-102,0171,0102,이룸하우스,월세,16.38,202509,200,28,4,2012,부산광역시,부산진구,개금동,0,2623011100,2623011100001710102
부산광역시 금정구 서동,131-32,0131,0032,한누리,월세,25.2,202509,"1,000",41,2,2024,부산광역시,금정구,서동,0,2641011000,2641011000001310032
부산광역시 금정구 장전동,222-6,0222,0006,금강원룸,월세,19.875,202509,300,30,2,2002,부산광역시,금정구,장전동,0,2641010800,2641010800002220006
부산광역시 연제구 거제동,676-67,0676,0067,엘리트빌Ⅳ,전세,20.745,202509,"13,000",0,2,2023,부산광역시,연제구,거제동,0,2647010100,2647010100006760067
부산광역시 동래구 온천동,1222-6,1222,0006,미남퍼스트빌,월세,29.875,202509,"7,900",1,4,2013,부산광역시,동래구,온천동,0,2626010800,2626010800012220006
부산광역시 부산진구 전포동,373-17,0373,0017,블루빌,월세,18.76,202509,200,36,4,2013,부산광역시,부산진구,전포동,0,2623010200,2623010200003730017
부산광역시 북구 구포동,1060-186,1060,0186,우성하이츠빌A동,월세,15.78,202509,500,23,3,2012,부산광역시,북구,구포동,0,2632010500,2632010500010600186
부산광역시 서구 부용동1가,18,0018,0000,세경더파크,월세,24.1,202509,"1,000",33,8,2017,부산광역시,서구,부용동1가,0,2614010700,2614010700000180000
부산광역시 서구 토성동4가,17-4,0017,0004,JK캐슬,월세,15.124,202509,"7,000",8,6,2017,부산광역시,서구,토성동4가,0,2614011700,2614011700000170004
부산광역시 부산진구 전포동,662-17,0662,0017,더휴캐슬랜드,월세,22.43,202509,"1,000",45,4,2013,부산광역시,부산진구,전포동,0,2623010200,2623010200006620017
부산광역시 동구 초량동,296-39,0296,0039,골드캐슬뷰,월세,18.07,202509,500,32,8,2017,부산광역시,동구,초량동,0,2617010100,2617010100002960039
부산광역시 북구 덕천동,418-2,0418,0002,미소Dream,월세,15.3636,202509,500,41,2,2018,부산광역시,북구,덕천동,0,2632010400,2632010400004180002
부산광역시 서구 서대신동3가,425,0425,0000,서대신파밀리에,월세,14.59,202509,"1,000",33,3,2019,부산광역시,서구,서대신동3가,0,2614010600,2614010600004250000
부산광역시 동래구 온천동,1222-6,1222,0006,미남퍼스트빌,월세,29.875,202509,"7,900",10,4,2013,부산광역시,동래구,온천동,0,2626010800,2626010800012220006
부산광역시 사하구 하단동,870-193,0870,0193,진타워,월세,17.1071,202509,0,55,10,2022,부산광역시,사하구,하단동,0,2638010300,2638010300008700193
부산광역시 서구 토성동2가,8-9,0008,0009,로하스1,월세,20.04,202509,300,30,2,2012,부산광역시,서구,토성동2가,0,2614011300,2614011300000080009
부산광역시 서구 동대신동3가,13-20,0013,0020,골드캐슬,월세,17.44,202509,"1,000",35,4,2011,부산광역시,서구,동대신동3가,0,2614010300,2614010300000130020
부산광역시 부산진구 연지동,354-2,0354,0002,아이린,월세,15.68,202509,500,35,3,2012,부산광역시,부산진구,연지동,0,2623010600,2623010600003540002
부산광역시 서구 부용동1가,18,0018,0000,세경더파크,월세,24.1,202509,500,36,7,2017,부산광역시,서구,부용동1가,0,2614010700,2614010700000180000
부산광역시 동구 초량동,1039-39,1039,0039,황금빌,월세,16.6,202509,300,35,6,2015,부산광역시,동구,초량동,0,2617010100,2617010100010390039
부산광역시 동래구 안락동,151-7,0151,0007,갤럭시빌,월세,24.47,202509,"1,000",36,3,2012,부산광역시,동래구,안락동,0,2626010200,2626010200001510007
부산광역시 동래구 안락동,151-7,0151,0007,갤럭시빌,월세,24.47,202509,"1,000",36,3,2012,부산광역시,동래구,안락동,0,2626010200,2626010200001510007
부산광역시 동래구 안락동,440-79,0440,0079,덕동빌,전세,21.85,202509,"6,000",0,2,2012,부산광역시,동래구,안락동,0,2626010200,2626010200004400079
부산광역시 서구 부민동3가,22-182,0022,0182,동복드림타운,전세,28.5,202509,"3,500",0,2,2002,부산광역시,서구,부민동3가,0,2614011100,2614011100000220182
부산광역시 사하구 신평동,629-3,0629,0003,뉴빌리지,월세,17.0,202509,200,30,1,2003,부산광역시,사하구,신평동,0,2638010400,2638010400006290003
부산광역시 서구 서대신동3가,425,0425,0000,서대신파밀리에,월세,18.56,202509,"1,000",38,4,2019,부산광역시,서구,서대신동3가,0,2614010600,2614010600004250000
부산광역시 남구 용호동,541-56,0541,0056,엘리시움,전세,27.72,202509,"10,000",0,4,2020,부산광역시,남구,용호동,0,2629010700,2629010700005410056
부산광역시 서구 부민동1가,18-6,0018,0006,웰컴펠리스,월세,23.73,202509,"2,000",44,12,2015,부산광역시,서구,부민동1가,0,2614010900,2614010900000180006
부산광역시 북구 덕천동,342-1,0342,0001,아델스빌,월세,27.1,202509,"9,000",15,5,2018,부산광역시,북구,덕천동,0,2632010400,2632010400003420001
부산광역시 수영구 광안동,167-1,0167,0001,정원래미안,전세,29.33,202509,"9,500",0,4,2010,부산광역시,수영구,광안동,0,2650010400,2650010400001670001
부산광역시 연제구 연산동,716-13,0716,0013,옛동산빌A,월세,18.43,202509,500,32,4,2011,부산광역시,연제구,연산동,0,2647010200,2647010200007160013
부산광역시 수영구 수영동,453-9,0453,0009,세영시티빌,월세,19.52,202509,500,18,2,2012,부산광역시,수영구,수영동,0,2650010200,2650010200004530009
부산광역시 수영구 광안동,169-44,0169,0044,센텀비치빌,월세,19.52,202509,200,42,3,2012,부산광역시,수영구,광안동,0,2650010400,2650010400001690044
부산광역시 수영구 광안동,1077-15,1077,0015,명성로즈빌,월세,18.255,202509,400,29,5,2012,부산광역시,수영구,광안동,0,2650010400,2650010400010770015
부산광역시 연제구 연산동,621-2,0621,0002,연제베스트빌,월세,18.55,202509,200,38,4,2012,부산광역시,연제구,연산동,0,2647010200,2647010200006210002
부산광역시 수영구 광안동,120-52,0120,0052,보람스퀘어,월세,20.06,202509,"10,000",3,2,2019,부산광역시,수영구,광안동,0,2650010400,2650010400001200052
부산광역시 수영구 광안동,118-16,0118,0016,부일메트로스타,전세,17.1,202509,"5,300",0,2,2014,부산광역시,수영구,광안동,0,2650010400,2650010400001180016
부산광역시 수영구 광안동,101-21,0101,0021,아트하우스,전세,16.78,202509,"5,000",0,2,2013,부산광역시,수영구,광안동,0,2650010400,2650010400001010021
부산광역시 수영구 광안동,701-18,0701,0018,다미랑,월세,25.58,202509,300,30,4,2002,부산광역시,수영구,광안동,0,2650010400,2650010400007010018
부산광역시 수영구 광안동,720-4,0720,0004,이린하우스III,전세,29.0,202509,"9,000",0,3,2011,부산광역시,수영구,광안동,0,2650010400,2650010400007200004
부산광역시 부산진구 양정동,166-6,0166,0006,더리치,월세,15.1012,202509,500,40,3,2018,부산광역시,부산진구,양정동,0,2623010100,2623010100001660006
부산광역시 남구 대연동,1464-24,1464,0024,더샾시티,월세,16.09,202509,500,32,4,2021,부산광역시,남구,대연동,0,2629010600,2629010600014640024
부산광역시 사하구 괴정동,260-255,0260,0255,명성원룸,월세,20.31,202509,200,25,3,2002,부산광역시,사하구,괴정동,0,2638010100,2638010100002600255
부산광역시 서구 토성동4가,17-4,0017,0004,JK캐슬,월세,14.068,202509,500,32,8,2017,부산광역시,서구,토성동4가,0,2614011700,2614011700000170004
부산광역시 부산진구 개금동,177-213,0177,0213,그린빌,월세,18.76,202509,500,15,3,2013,부산광역시,부산진구,개금동,0,2623011100,2623011100001770213
부산광역시 남구 대연동,1283-12,1283,0012,예뜰,월세,16.18,202509,500,38,3,2018,부산광역시,남구,대연동,0,2629010600,2629010600012830012
부산광역시 북구 구포동,1004-1,1004,0001,구명제이타워,월세,23.18,202509,"1,000",40,4,2019,부산광역시,북구,구포동,0,2632010500,2632010500010040001
부산광역시 서구 토성동4가,17-4,0017,0004,JK캐슬,월세,15.748,202509,"1,000",31,8,2017,부산광역시,서구,토성동4가,0,2614011700,2614011700000170004
부산광역시 서구 토성동2가,12-3,0012,0003,아델하우스2,월세,13.94,202509,500,44,4,2013,부산광역시,서구,토성동2가,0,2614011300,2614011300000120003
부산광역시 사하구 다대동,943-15,0943,0015,드메르힐스,월세,23.28,202509,"1,000",30,3,1991,부산광역시,사하구,다대동,0,2638010600,2638010600009430015
부산광역시 동구 초량동,994-53,0994,0053,METROPOLIS,월세,19.3275,202509,"1,000",40,2,2018,부산광역시,동구,초량동,0,2617010100,2617010100009940053
부산광역시 서구 토성동4가,17-4,0017,0004,JK캐슬,월세,15.785,202509,500,34,5,2017,부산광역시,서구,토성동4가,0,2614011700,2614011700000170004
부산광역시 중구 보수동1가,40-3,0040,0003,(40-3),월세,23.085,202509,300,32,3,2008,부산광역시,중구,보수동1가,0,2611012000,2611012000000400003
부산광역시 금정구 남산동,27-24,0027,0024,화이트빌,월세,20.23,202509,200,26,1,2002,부산광역시,금정구,남산동,0,2641010400,2641010400000270024
부산광역시 부산진구 개금동,177-189,0177,0189,아이리스7차,월세,18.8,202509,"1,000",30,2,2014,부산광역시,부산진구,개금동,0,2623011100,2623011100001770189
부산광역시 부산진구 부전동,510-3,0510,0003,부일마이우스서면,월세,17.53,202509,500,46,4,2013,부산광역시,부산진구,부전동,0,2623010300,2623010300005100003
부산광역시 동래구 온천동,444-57,0444,0057,베스트빌,월세,12.24,202509,300,31,4,2013,부산광역시,동래구,온천동,0,2626010800,2626010800004440057
부산광역시 남구 대연동,1481-7,1481,0007,제이제이Ⅱ,월세,25.18,202509,"2,000",55,5,2020,부산광역시,남구,대연동,0,2629010600,2629010600014810007
부산광역시 금정구 청룡동,23-15,0023,0015,힐스테이시티,월세,15.11,202509,"1,000",30,14,2016,부산광역시,금정구,청룡동,0,2641010300,2641010300000230015
부산광역시 사하구 하단동,900-11,0900,0011,하모니하우스,전세,18.335,202509,"4,700",0,6,2018,부산광역시,사하구,하단동,0,2638010300,2638010300009000011
부산광역시 남구 대연동,1739-13,1739,0013,성산윈드송,월세,13.92,202509,200,30,3,2009,부산광역시,남구,대연동,0,2629010600,2629010600017390013
부산광역시 남구 대연동,1489-1,1489,0001,넥스트리,월세,19.74,202509,"1,000",57,3,2023,부산광역시,남구,대연동,0,2629010600,2629010600014890001
부산광역시 서구 동대신동3가,350-6,0350,0006,한울시너스,월세,12.58,202509,300,32,3,2011,부산광역시,서구,동대신동3가,0,2614010300,2614010300003500006
부산광역시 북구 구포동,1060-46,1060,0046,모스,월세,23.0,202509,200,45,3,2015,부산광역시,북구,구포동,0,2632010500,2632010500010600046
부산광역시 해운대구 재송동,1076-14,1076,0014,골든파라다이스,월세,16.06,202509,500,40,4,2012,부산광역시,해운대구,재송동,0,2635010400,2635010400010760014
부산광역시 동래구 안락동,442-17,0442,0017,에코하우스4차,월세,15.5,202509,200,37,3,2012,부산광역시,동래구,안락동,0,2626010200,2626010200004420017
부산광역시 중구 부평동3가,72-11,0072,0011,은하수빌,월세,21.19,202509,300,60,3,2013,부산광역시,중구,부평동3가,0,2611012500,2611012500000720011
부산광역시 남구 문현동,205-66,0205,0066,일마레,월세,23.39,202509,"2,000",45,3,2015,부산광역시,남구,문현동,0,2629010900,2629010900002050066
부산광역시 서구 토성동2가,9-22,0009,0022,드림빌리지,월세,17.2,202509,"2,000",40,3,2014,부산광역시,서구,토성동2가,0,2614011300,2614011300000090022
부산광역시 동래구 낙민동,288-39,0288,0039,해강그랜드빌,월세,17.58,202509,300,37,5,2013,부산광역시,동래구,낙민동,0,2626010400,2626010400002880039
부산광역시 부산진구 전포동,197-20,0197,0020,보라빌,월세,19.76,202509,300,32,6,2011,부산광역시,부산진구,전포동,0,2623010200,2623010200001970020
부산광역시 부산진구 전포동,355-14,0355,0014,베니스,월세,15.105,202509,"2,000",27,2,2019,부산광역시,부산진구,전포동,0,2623010200,2623010200003550014
부산광역시 중구 대청동4가,78-51,0078,0051,(78-51),월세,14.72,202509,100,5,1,1994,부산광역시,중구,대청동4가,0,2611011900,2611011900000780051
부산광역시 부산진구 연지동,37-15,0037,0015,타임클래스,월세,22.35,202509,"9,500",5,4,2023,부산광역시,부산진구,연지동,0,2623010600,2623010600000370015
부산광역시 연제구 연산동,622-18,0622,0018,다이안빌,월세,16.885,202509,500,32,5,2013,부산광역시,연제구,연산동,0,2647010200,2647010200006220018
부산광역시 수영구 광안동,133-31,0133,0031,오크라,전세,16.775,202509,"6,000",0,2,2020,부산광역시,수영구,광안동,0,2650010400,2650010400001330031
부산광역시 수영구 광안동,97-11,0097,0011,케이스카이뷰,월세,29.89,202509,"1,500",46,3,2017,부산광역시,수영구,광안동,0,2650010400,2650010400000970011
부산광역시 수영구 광안동,177-9,0177,0009,트라움하우스17차,전세,20.0,202509,"10,000",0,4,2018,부산광역시,수영구,광안동,0,2650010400,2650010400001770009
부산광역시 수영구 광안동,110-10,0110,0010,에스에이치창,월세,16.82,202509,400,40,2,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001100010
부산광역시 수영구 민락동,707-11,0707,0011,민락빌라,월세,15.56,202509,300,30,4,2021,부산광역시,수영구,민락동,0,2650010300,2650010300007070011
부산광역시 수영구 광안동,105-4,0105,0004,씨드빌,월세,24.6,202509,"8,000",10,2,2012,부산광역시,수영구,광안동,0,2650010400,2650010400001050004
부산광역시 기장군 기장읍 청강리,80-7,0080,0007,가우디움2,월세,27.4198,202509,"2,000",50,3,2021,부산광역시,기장군,기장읍,0,2671025000,2671025000000800007
부산광역시 연제구 연산동,1279-11,1279,0011,세경더뷰,월세,16.57,202509,300,40,7,2013,부산광역시,연제구,연산동,0,2647010200,2647010200012790011
부산광역시 수영구 광안동,90-45,0090,0045,브라운하우스,월세,26.98,202509,"1,000",34,4,2012,부산광역시,수영구,광안동,0,2650010400,2650010400000900045
부산광역시 수영구 광안동,498-11,0498,0011,명성더파워빌,월세,16.42,202509,300,44,2,2016,부산광역시,수영구,광안동,0,2650010400,2650010400004980011
부산광역시 수영구 광안동,535-16,0535,0016,다성럭스빌,월세,20.89,202509,"1,000",36,5,2018,부산광역시,수영구,광안동,0,2650010400,2650010400005350016
부산광역시 수영구 광안동,167-22,0167,0022,라인디오션,전세,24.89,202509,"13,000",0,3,2020,부산광역시,수영구,광안동,0,2650010400,2650010400001670022
부산광역시 수영구 민락동,159-1,0159,0001,더코아,월세,19.77,202509,300,40,5,2010,부산광역시,수영구,민락동,0,2650010300,2650010300001590001
부산광역시 남구 대연동,286-8,0286,0008,센텀뷰2,월세,12.33,202509,300,32,4,2012,부산광역시,남구,대연동,0,2629010600,2629010600002860008
부산광역시 서구 토성동1가,2-2,0002,0002,더샵,월세,17.32,202509,500,40,4,2013,부산광역시,서구,토성동1가,0,2614011200,2614011200000020002
부산광역시 남구 대연동,1463-5,1463,0005,대동레미안3원룸,월세,16.45,202509,150,45,5,2012,부산광역시,남구,대연동,0,2629010600,2629010600014630005
부산광역시 남구 용호동,384-19,0384,0019,대명,전세,28.5,202509,"3,500",0,2,1980,부산광역시,남구,용호동,0,2629010700,2629010700003840019
부산광역시 해운대구 송정동,190-18,0190,0018,(190-18),월세,22.42,202509,"1,000",38,3,2015,부산광역시,해운대구,송정동,0,2635010800,2635010800001900018
부산광역시 동래구 수안동,11-29,0011,0029,아르피나,월세,18.36,202509,200,43,2,2014,부산광역시,동래구,수안동,0,2626010600,2626010600000110029
