시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,보증금(만원),월세금(만원),층,건축년도,시도,구,법정동,산여부,법정동코드,PNU
부산광역시 남구 대연동,1458-2,1458,0002,에이원,월세,17.62,202509,300,32,2,2012,부산광역시,남구,대연동,0,2629010600,2629010600014580002
부산광역시 남구 대연동,905-8,0905,0008,동원ROSE,월세,12.1,202509,300,31,4,2012,부산광역시,남구,대연동,0,2629010600,2629010600009050008
부산광역시 남구 대연동,289-2,0289,0002,세라리움,월세,15.4037,202509,"1,000",38,4,2019,부산광역시,남구,대연동,0,2629010600,2629010600002890002
부산광역시 남구 대연동,571-14,0571,0014,썬샤인에코시티7차,월세,12.66,202509,500,47,5,2023,부산광역시,남구,대연동,0,2629010600,2629010600005710014
부산광역시 남구 대연동,1458-2,1458,0002,에이원,월세,17.62,202509,300,31,2,2012,부산광역시,남구,대연동,0,2629010600,2629010600014580002
부산광역시 부산진구 전포동,555-1,0555,0001,힐링하우스,월세,20.16,202509,"3,000",29,11,2020,부산광역시,부산진구,전포동,0,2623010200,2623010200005550001
부산광역시 부산진구 전포동,197-20,0197,0020,보라빌,월세,17.66,202509,500,30,6,2011,부산광역시,부산진구,전포동,0,2623010200,2623010200001970020
부산광역시 사하구 다대동,1123,1123,0000,한영빌,월세,14.68,202509,200,37,3,2013,부산광역시,사하구,다대동,0,2638010600,2638010600011230000
부산광역시 서구 암남동,6-1,0006,0001,신한빌리지,월세,13.692,202509,300,32,6,2012,부산광역시,서구,암남동,0,2614012400,2614012400000060001
부산광역시 부산진구 전포동,663-1,0663,0001,베스아이스타,월세,19.67,202509,150,45,5,2017,부산광역시,부산진구,전포동,0,2623010200,2623010200006630001
부산광역시 부산진구 개금동,419-8,0419,0008,파란채,전세,16.409,202509,"5,000",0,2,2012,부산광역시,부산진구,개금동,0,2623011100,2623011100004190008
부산광역시 부산진구 양정동,140-22,0140,0022,정성가,월세,19.74,202509,500,34,5,2014,부산광역시,부산진구,양정동,0,2623010100,2623010100001400022
부산광역시 서구 토성동1가,8-15,0008,0015,건원안단테스위트,월세,18.5,202509,300,35,6,2011,부산광역시,서구,토성동1가,0,2614011200,2614011200000080015
부산광역시 서구 토성동4가,17-4,0017,0004,JK캐슬,월세,15.785,202509,"1,000",31,8,2017,부산광역시,서구,토성동4가,0,2614011700,2614011700000170004
부산광역시 부산진구 전포동,355-10,0355,0010,영원렉스빌,월세,21.98,202509,500,37,3,2013,부산광역시,부산진구,전포동,0,2623010200,2623010200003550010
부산광역시 동구 초량동,296-39,0296,0039,골드캐슬뷰,월세,18.07,202509,500,50,9,2017,부산광역시,동구,초량동,0,2617010100,2617010100002960039
부산광역시 해운대구 재송동,1080-1,1080,0001,토즈빌,월세,16.84,202509,300,35,4,2012,부산광역시,해운대구,재송동,0,2635010400,2635010400010800001
부산광역시 동래구 온천동,1449-17,1449,0017,스테이온694,월세,9.57,202509,500,40,10,2025,부산광역시,동래구,온천동,0,2626010800,2626010800014490017
부산광역시 금정구 남산동,97-2,0097,0002,영남골든파크,월세,20.073,202509,"1,000",37,3,2013,부산광역시,금정구,남산동,0,2641010400,2641010400000970002
부산광역시 연제구 연산동,712-43,0712,0043,정원시티빌,월세,15.835,202509,100,32,2,2010,부산광역시,연제구,연산동,0,2647010200,2647010200007120043
부산광역시 수영구 광안동,690-8,0690,0008,W하우스6,월세,19.395,202509,500,29,3,2012,부산광역시,수영구,광안동,0,2650010400,2650010400006900008
부산광역시 수영구 광안동,157-22,0157,0022,정산페블비치,월세,13.7,202509,500,29,2,2013,부산광역시,수영구,광안동,0,2650010400,2650010400001570022
부산광역시 사상구 주례동,149-27,0149,0027,경보포유,월세,25.7032,202509,500,55,5,2017,부산광역시,사상구,주례동,0,2653010600,2653010600001490027
부산광역시 수영구 망미동,210-16,0210,0016,후스,월세,22.307,202509,500,43,4,2021,부산광역시,수영구,망미동,0,2650010100,2650010100002100016
부산광역시 수영구 광안동,106-3,0106,0003,광안럭스빌,월세,19.43,202509,"2,000",32,5,2018,부산광역시,수영구,광안동,0,2650010400,2650010400001060003
부산광역시 수영구 광안동,88-22,0088,0022,한집시티빌,전세,26.25,202509,"7,000",0,3,2016,부산광역시,수영구,광안동,0,2650010400,2650010400000880022
부산광역시 수영구 광안동,90-45,0090,0045,브라운하우스,월세,22.28,202509,300,32,5,2012,부산광역시,수영구,광안동,0,2650010400,2650010400000900045
부산광역시 수영구 광안동,662-25,0662,0025,다움하우스,월세,15.98,202509,300,35,5,2012,부산광역시,수영구,광안동,0,2650010400,2650010400006620025
부산광역시 사상구 모라동,985-4,0985,0004,제우스,월세,16.65,202509,300,41,5,2018,부산광역시,사상구,모라동,0,2653010200,2653010200009850004
부산광역시 수영구 광안동,497-2,0497,0002,태백그린하우스,월세,22.13,202509,"2,000",46,5,2017,부산광역시,수영구,광안동,0,2650010400,2650010400004970002
부산광역시 기장군 기장읍 청강리,80-1,0080,0001,가우디움1,월세,27.9271,202509,500,52,2,2021,부산광역시,기장군,기장읍,0,2671025000,2671025000000800001
부산광역시 수영구 광안동,120-163,0120,0163,보람리치빌,월세,25.66,202509,500,33,4,2011,부산광역시,수영구,광안동,0,2650010400,2650010400001200163
부산광역시 수영구 광안동,120-32,0120,0032,WELLMADEBYS.H,전세,22.0615,202509,"11,000",0,3,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001200032
부산광역시 수영구 광안동,497-2,0497,0002,태백그린하우스,월세,21.48,202509,"1,000",37,2,2017,부산광역시,수영구,광안동,0,2650010400,2650010400004970002
부산광역시 연제구 연산동,328-23,0328,0023,합동펜트하우스,월세,29.5225,202509,"1,000",75,3,2023,부산광역시,연제구,연산동,0,2647010200,2647010200003280023
부산광역시 연제구 연산동,1261-10,1261,0010,샬롬빌,월세,16.14,202509,"2,000",20,5,2010,부산광역시,연제구,연산동,0,2647010200,2647010200012610010
부산광역시 사상구 주례동,210-1,0210,0001,경향쉐르빌,월세,21.5939,202509,500,50,9,2020,부산광역시,사상구,주례동,0,2653010600,2653010600002100001
부산광역시 연제구 연산동,328-23,0328,0023,합동펜트하우스,월세,29.5225,202509,"1,000",75,3,2023,부산광역시,연제구,연산동,0,2647010200,2647010200003280023
부산광역시 연제구 연산동,1310-25,1310,0025,가우스빌,월세,26.25,202509,500,35,5,2012,부산광역시,연제구,연산동,0,2647010200,2647010200013100025
부산광역시 사상구 감전동,214-2,0214,0002,아젤리움,월세,20.16,202509,300,35,3,2013,부산광역시,사상구,감전동,0,2653010500,2653010500002140002
부산광역시 수영구 남천동,17-12,0017,0012,그린빌리지,월세,19.58,202509,500,40,2,2013,부산광역시,수영구,남천동,0,2650010500,2650010500000170012
부산광역시 연제구 거제동,246-2,0246,0002,유진빌,월세,16.3,202509,500,30,4,2014,부산광역시,연제구,거제동,0,2647010100,2647010100002460002
부산광역시 금정구 장전동,412-6,0412,0006,테라101,월세,16.45,202509,"4,000",21,5,2018,부산광역시,금정구,장전동,0,2641010800,2641010800004120006
부산광역시 사하구 하단동,900-11,0900,0011,하모니하우스,전세,18.335,202509,"5,100",0,7,2018,부산광역시,사하구,하단동,0,2638010300,2638010300009000011
부산광역시 남구 대연동,1737-4,1737,0004,파라빌리지,월세,18.74,202509,500,39,5,2013,부산광역시,남구,대연동,0,2629010600,2629010600017370004
부산광역시 부산진구 개금동,171-64,0171,0064,골드캐슬B동,월세,28.3,202509,"2,000",43,6,2012,부산광역시,부산진구,개금동,0,2623011100,2623011100001710064
부산광역시 서구 부용동2가,60-1,0060,0001,부용빌라비,월세,21.73,202509,200,38,5,2003,부산광역시,서구,부용동2가,0,2614010800,2614010800000600001
부산광역시 중구 영주동,585-5,0585,0005,GAYAVILLE,월세,16.15,202509,500,40,2,2015,부산광역시,중구,영주동,0,2611010100,2611010100005850005
부산광역시 부산진구 가야동,444-22,0444,0022,(444-22),월세,13.839,202509,300,33,5,2011,부산광역시,부산진구,가야동,0,2623011000,2623011000004440022
부산광역시 부산진구 가야동,361-187,0361,0187,한은원룸102동,월세,27.67,202509,300,24,4,2006,부산광역시,부산진구,가야동,0,2623011000,2623011000003610187
부산광역시 부산진구 전포동,340-12,0340,0012,다이안빌,월세,18.28,202509,300,40,5,2013,부산광역시,부산진구,전포동,0,2623010200,2623010200003400012
부산광역시 해운대구 재송동,1080-1,1080,0001,토즈빌,월세,16.84,202509,300,35,3,2012,부산광역시,해운대구,재송동,0,2635010400,2635010400010800001
부산광역시 부산진구 부전동,510-3,0510,0003,부일마이우스서면,월세,17.53,202509,"1,000",36,7,2013,부산광역시,부산진구,부전동,0,2623010300,2623010300005100003
부산광역시 부산진구 양정동,355-45,0355,0045,가우디움,월세,15.75,202509,300,32,2,2012,부산광역시,부산진구,양정동,0,2623010100,2623010100003550045
부산광역시 사하구 하단동,870-64,0870,0064,피엔제이하우스,월세,18.39,202509,500,43,8,2019,부산광역시,사하구,하단동,0,2638010300,2638010300008700064
부산광역시 남구 용호동,41-2,0041,0002,로하스,월세,27.73,202509,0,35,2,2014,부산광역시,남구,용호동,0,2629010700,2629010700000410002
부산광역시 남구 대연동,635-21,0635,0021,세인트로렌,월세,14.24,202509,"1,000",46,5,2024,부산광역시,남구,대연동,0,2629010600,2629010600006350021
부산광역시 남구 대연동,897-3,0897,0003,성산비바,월세,13.9,202509,500,36,5,2010,부산광역시,남구,대연동,0,2629010600,2629010600008970003
부산광역시 남구 대연동,1481-7,1481,0007,제이제이Ⅱ,월세,25.845,202509,"2,000",54,5,2020,부산광역시,남구,대연동,0,2629010600,2629010600014810007
부산광역시 수영구 수영동,453-15,0453,0015,스카이빌,월세,18.55,202509,500,29,4,2011,부산광역시,수영구,수영동,0,2650010200,2650010200004530015
부산광역시 수영구 광안동,342,0342,0000,광안캐슬(342-0),전세,17.37,202509,"6,500",0,2,2012,부산광역시,수영구,광안동,0,2650010400,2650010400003420000
부산광역시 수영구 광안동,694-9,0694,0009,광안메리움,전세,29.94,202509,"14,000",0,4,2017,부산광역시,수영구,광안동,0,2650010400,2650010400006940009
부산광역시 수영구 광안동,88-27,0088,0027,위너스빌,월세,15.59,202509,200,32,4,2010,부산광역시,수영구,광안동,0,2650010400,2650010400000880027
부산광역시 수영구 광안동,122-26,0122,0026,포레하우스,월세,15.69,202509,"1,000",40,5,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001220026
부산광역시 수영구 광안동,122-8,0122,0008,더원빌,월세,18.24,202509,"2,000",31,4,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001220008
부산광역시 수영구 광안동,186-5,0186,0005,부성베스트빌라,월세,24.84,202509,300,27,3,2002,부산광역시,수영구,광안동,0,2650010400,2650010400001860005
부산광역시 수영구 광안동,101-22,0101,0022,골든하우스,월세,14.235,202509,100,24,5,2010,부산광역시,수영구,광안동,0,2650010400,2650010400001010022
부산광역시 연제구 연산동,715-7,0715,0007,유림스카이,월세,18.69,202509,300,50,2,2018,부산광역시,연제구,연산동,0,2647010200,2647010200007150007
부산광역시 수영구 광안동,1075-20,1075,0020,비발디,월세,17.85,202509,300,30,2,2011,부산광역시,수영구,광안동,0,2650010400,2650010400010750020
부산광역시 수영구 광안동,120-100,0120,0100,조은집,전세,14.92,202509,"6,000",0,2,2009,부산광역시,수영구,광안동,0,2650010400,2650010400001200100
부산광역시 수영구 광안동,112-1,0112,0001,두성제니스,월세,18.24,202509,300,39,2,2011,부산광역시,수영구,광안동,0,2650010400,2650010400001120001
부산광역시 수영구 광안동,1055-111,1055,0111,아이콘9차,월세,17.099,202509,"3,000",40,4,2022,부산광역시,수영구,광안동,0,2650010400,2650010400010550111
부산광역시 수영구 광안동,112-1,0112,0001,두성제니스,월세,18.24,202509,300,39,2,2011,부산광역시,수영구,광안동,0,2650010400,2650010400001120001
부산광역시 수영구 광안동,156-18,0156,0018,보람시티빌,월세,16.885,202509,300,33,3,2012,부산광역시,수영구,광안동,0,2650010400,2650010400001560018
부산광역시 수영구 광안동,103-16,0103,0016,명성콜렉트1,월세,16.585,202509,"1,000",37,4,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001030016
부산광역시 수영구 광안동,97-16,0097,0016,풀하우스,월세,17.015,202509,300,32,5,2009,부산광역시,수영구,광안동,0,2650010400,2650010400000970016
부산광역시 사상구 주례동,79-5,0079,0005,한솔빌,월세,12.38,202509,300,25,5,2013,부산광역시,사상구,주례동,0,2653010600,2653010600000790005
부산광역시 연제구 연산동,1405-38,1405,0038,하이트빌A동,월세,16.28,202509,500,18,4,2012,부산광역시,연제구,연산동,0,2647010200,2647010200014050038
부산광역시 연제구 연산동,621-2,0621,0002,연제베스트빌,월세,18.55,202509,"1,000",30,5,2012,부산광역시,연제구,연산동,0,2647010200,2647010200006210002
부산광역시 연제구 연산동,1320-15,1320,0015,유림에이클래스,월세,16.5,202509,100,28,2,2011,부산광역시,연제구,연산동,0,2647010200,2647010200013200015
부산광역시 기장군 기장읍 대라리,148-20,0148,0020,솔바람하우스,월세,24.03,202509,400,40,2,2013,부산광역시,기장군,기장읍,0,2671025000,2671025000001480020
부산광역시 연제구 연산동,1386-20,1386,0020,남강Sweet,월세,17.1,202509,"1,000",16,5,2010,부산광역시,연제구,연산동,0,2647010200,2647010200013860020
부산광역시 연제구 연산동,711-5,0711,0005,수목하우스나동,월세,18.36,202509,500,43,4,2015,부산광역시,연제구,연산동,0,2647010200,2647010200007110005
부산광역시 동래구 온천동,1404-9,1404,0009,비스타빌,전세,17.61,202509,"2,000",0,4,2011,부산광역시,동래구,온천동,0,2626010800,2626010800014040009
부산광역시 동래구 온천동,1380-12,1380,0012,금강초롱,월세,20.14,202509,200,32,5,2014,부산광역시,동래구,온천동,0,2626010800,2626010800013800012
부산광역시 남구 대연동,1804-24,1804,0024,선진타운,월세,20.34,202509,500,37,4,2018,부산광역시,남구,대연동,0,2629010600,2629010600018040024
부산광역시 서구 암남동,81-31,0081,0031,스카이빌,월세,16.0,202509,"1,000",30,1,2013,부산광역시,서구,암남동,0,2614012400,2614012400000810031
부산광역시 사하구 하단동,611-35,0611,0035,(611-35),전세,16.44,202509,"6,000",0,2,2016,부산광역시,사하구,하단동,0,2638010300,2638010300006110035
부산광역시 사하구 하단동,611-35,0611,0035,(611-35),전세,16.44,202509,"6,000",0,2,2016,부산광역시,사하구,하단동,0,2638010300,2638010300006110035
부산광역시 부산진구 부전동,466-28,0466,0028,세원하우스,월세,16.6,202509,"1,000",41,5,2014,부산광역시,부산진구,부전동,0,2623010300,2623010300004660028
