시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,보증금(만원),월세금(만원),층,건축년도,시도,구,법정동
부산광역시 금정구 구서동,1007-31,1007,31,블루아,월세,14.04,202602,300,42,2,2016,부산광역시,금정구,구서동
부산광역시 서구 부용동2가,80,80,0,동양빌,월세,12.68,202602,100,36,6,2013,부산광역시,서구,부용동2가
부산광역시 서구 부용동2가,27-2,27,2,조은빌,월세,18.225,202602,300,29,3,2012,부산광역시,서구,부용동2가
부산광역시 서구 부용동2가,28-2,28,2,태영아너스,월세,20.17,202602,"1,000",57,5,2019,부산광역시,서구,부용동2가
부산광역시 부산진구 전포동,197-20,197,20,보라빌,월세,19.76,202602,500,30,5,2011,부산광역시,부산진구,전포동
부산광역시 부산진구 전포동,660-14,660,14,안진한가족원룸,월세,24.26,202602,200,33,4,2002,부산광역시,부산진구,전포동
부산광역시 사하구 하단동,498-15,498,15,소망의빌,월세,29.61,202602,"1,000",43,4,2016,부산광역시,사하구,하단동
부산광역시 해운대구 중동,1483-14,1483,14,오션하이힐,월세,24.2,202602,300,25,1,2002,부산광역시,해운대구,중동
부산광역시 북구 구포동,1048-3,1048,3,리치하우스,월세,14.6,202602,200,27,4,2013,부산광역시,북구,구포동
부산광역시 부산진구 양정동,313-9,313,9,양정메리움,월세,18.91,202602,"2,000",21,3,2018,부산광역시,부산진구,양정동
부산광역시 부산진구 양정동,358-1,358,1,모닝빌,월세,14.06,202602,300,24,3,2011,부산광역시,부산진구,양정동
부산광역시 부산진구 양정동,355-1,355,1,에버그린,월세,14.22,202602,"1,000",27,3,2012,부산광역시,부산진구,양정동
부산광역시 서구 동대신동3가,13-139,13,139,신성빌리지,월세,24.21,202602,500,32,5,2003,부산광역시,서구,동대신동3가
부산광역시 해운대구 재송동,1074-9,1074,9,센텀스위트,월세,25.77,202602,500,50,3,2013,부산광역시,해운대구,재송동
부산광역시 중구 영주동,725-1,725,1,도브빌,월세,15.98,202602,300,30,2,2011,부산광역시,중구,영주동
부산광역시 남구 대연동,33-13,33,13,리더스빌,월세,12.05,202602,200,35,2,2012,부산광역시,남구,대연동
